Ticker,Date,Price,Size,Value,1M_Log_Ret,1M_Simple_Ret,Momentum,1Y Beta
MXPL,11/30/2004,416.7608,34057.0347,1.7825,0.1240,0.1320,1.2842,0.4800
MXPT,11/30/2004,97.8721,53844.7998,2.3710,0.0339,0.0345,1.1245,0.4100
MXRU,11/30/2004,497.5200,193707.5800,1.9699,-0.0361,-0.0354,1.1501,0.5400
MXSE,11/30/2004,854.4977,254438.5290,2.4570,0.0175,0.0177,1.1754,1.0300
MXSG,11/30/2004,686.0641,119762.4142,1.6456,0.0292,0.0296,1.1237,0.5000
MXTH,11/30/2004,6.5145,90313.1860,2.5225,0.0371,0.0378,0.8378,0.4000
MXTR,11/30/2004,265099.3368,58378.7697,1.5069,0.1752,0.1915,1.1492,0.4000
MXTW,11/30/2004,7.6218,298346.4429,2.0826,0.0616,0.0635,0.9371,0.5800
MXUS,11/30/2004,1100.6600,10996920.0000,2.9453,0.0329,0.0334,1.0131,1.0900
MXZA,11/30/2004,59.8090,212633.1703,2.1806,0.0396,0.0404,1.1933,0.5600
MXAT,10/31/2004,206.5172,51701.1538,1.9385,0.1206,0.1282,1.4135,0.3800
MXAU,10/31/2004,745.4300,637514.6100,2.2889,0.0381,0.0389,1.1513,0.1500
MXBE,10/31/2004,95.1949,189951.3679,2.1428,0.0586,0.0603,1.2898,1.1000
MXBR,10/31/2004,868.7200,135234.8100,3.7004,0.0984,0.1034,1.2610,1.1800
MXCA,10/31/2004,900.5275,689114.4279,2.2083,0.0388,0.0396,1.1333,0.6600
MXCH,10/31/2004,583.6952,616853.6533,2.7235,0.0659,0.0681,1.0759,0.9300
MXCL,10/31/2004,888.6600,49932.0800,1.7952,0.0642,0.0664,1.1685,0.6300
MXCN,10/31/2004,3.0131,162758.3997,1.8651,0.0958,0.1005,1.0879,0.5600
MXCO,10/31/2004,193.1700,7332.2300,2.1682,0.2102,0.2339,1.8841,0.2100
MXCZ,10/31/2004,8.2706,18262.1639,1.3634,0.1667,0.1814,1.4595,0.4000
MXDE,10/31/2004,94.0944,697549.4716,1.5121,0.0806,0.0839,1.0678,1.6300
MXDK,10/31/2004,347.0393,88876.4340,2.2493,0.0698,0.0722,1.2415,0.5400
MXEG,10/31/2004,74.0273,10797.8180,3.4507,0.0065,0.0065,1.8959,0.0000
MXES,10/31/2004,123.8133,394352.3462,2.5573,0.0700,0.0725,1.1360,1.1200
MXFI,10/31/2004,119.5774,135127.8804,2.3815,0.0793,0.0825,0.8729,1.3400
MXFR,10/31/2004,124.5916,1063696.3560,2.2301,0.0519,0.0533,1.1067,1.2800
MXGB,10/31/2004,2553.8723,2050748.0410,2.2085,0.0565,0.0581,1.1088,0.8800
MXGR,10/31/2004,94.5570,72431.6218,2.1823,0.1003,0.1056,1.2012,0.5500
MXHK,10/31/2004,813.4817,257024.5509,1.6165,0.0842,0.0878,1.1126,0.4800
MXHU,10/31/2004,4.8937,20472.5461,2.4299,0.1185,0.1258,1.5589,0.3200
MXID,10/31/2004,0.1228,40834.7788,2.6452,0.1549,0.1675,1.3124,0.4300
MXIE,10/31/2004,100.9747,73660.0390,2.2285,0.0735,0.0763,1.2901,0.5400
MXIL,10/31/2004,141.8100,53786.9600,2.4578,0.0840,0.0876,0.9739,0.7900
MXIN,10/31/2004,5.2279,154222.9382,3.5408,0.1122,0.1188,1.0864,0.3500
MXIT,10/31/2004,109.4722,554428.9274,2.1728,0.0690,0.0715,1.0969,0.9700
MXJP,10/31/2004,6.2173,2475147.8330,1.6896,0.0420,0.0429,1.0890,0.5300
MXKR,10/31/2004,0.2176,245639.8493,1.3619,0.1025,0.1080,1.0631,0.6900
MXMX,10/31/2004,2342.6900,90511.4400,2.4591,0.0710,0.0736,1.2238,0.9400
MXMY,10/31/2004,84.1868,115279.4565,1.9060,0.0596,0.0615,1.0599,0.1500
MXNL,10/31/2004,84.6305,422639.3134,2.3104,0.0602,0.0620,1.0254,1.3600
MXNO,10/31/2004,243.9262,98847.9822,1.8147,0.1245,0.1326,1.3739,0.5700
MXNZ,10/31/2004,80.2273,24031.2382,2.6745,0.0968,0.1016,1.2194,0.0300
MXPE,10/31/2004,350.7400,7573.8900,2.5914,-0.0008,-0.0008,1.0529,0.3700
MXPH,10/31/2004,6.7401,18117.6359,1.8664,0.0057,0.0057,1.3187,0.2400
MXPL,10/31/2004,384.3073,31498.5068,1.8592,0.0811,0.0844,1.3543,0.4800
MXPT,10/31/2004,93.3193,49974.3982,2.4157,0.0476,0.0488,1.1667,0.4200
MXRU,10/31/2004,530.3100,203760.4100,2.0997,-0.0638,-0.0618,1.1787,0.5000
MXSE,10/31/2004,761.5626,227131.9699,2.3179,0.1151,0.1220,1.2467,1.0900
MXSG,10/31/2004,668.2174,116253.5087,1.6999,0.0264,0.0267,1.1642,0.4900
MXTH,10/31/2004,5.9303,82492.1455,2.4619,0.0939,0.0985,1.1046,0.4100
MXTR,10/31/2004,261571.4480,58523.5848,1.5305,0.0134,0.0135,1.4201,0.4600
MXTW,10/31/2004,7.1524,278273.0738,2.0293,0.0636,0.0656,0.9628,0.5300
MXUS,10/31/2004,1059.1100,10563110.0000,2.9570,0.0385,0.0392,1.0493,1.1000
MXZA,10/31/2004,52.9073,187808.6132,2.0235,0.1226,0.1305,1.1565,0.5400
MXAT,9/30/2004,195.0078,48804.7051,1.9339,0.0573,0.0590,1.4551,0.3700
MXAU,9/30/2004,725.3200,620856.3100,2.4239,0.0273,0.0277,1.0806,0.1600
MXBE,9/30/2004,89.6805,179530.4762,2.0274,0.0597,0.0615,1.2479,1.1000
MXBR,9/30/2004,862.9300,134890.2600,3.6758,0.0067,0.0067,1.2072,1.0300
MXCA,9/30/2004,850.9553,651459.9514,2.1575,0.0566,0.0583,1.0846,0.7000
MXCH,9/30/2004,572.1584,605253.6636,2.7785,0.0200,0.0202,1.1090,0.9300
MXCL,9/30/2004,870.4800,48748.7000,1.7585,0.0207,0.0209,1.0902,0.5700
MXCN,9/30/2004,3.0892,166766.3582,1.9160,-0.0249,-0.0246,1.0323,0.5200
MXCO,9/30/2004,184.6400,6972.3400,1.6620,0.0452,0.0462,1.7371,0.1600
MXCZ,9/30/2004,7.7632,17151.2147,1.3180,0.0633,0.0654,1.3046,0.4300
MXDE,9/30/2004,90.2064,669327.4760,1.4881,0.0422,0.0431,1.0733,1.6500
MXDK,9/30/2004,349.4180,89408.0008,2.3280,-0.0068,-0.0068,1.1688,0.5600
MXEG,9/30/2004,67.6969,9967.5385,3.1582,0.0894,0.0935,1.5806,0.0000
MXES,9/30/2004,113.9772,366368.7610,2.4168,0.0828,0.0863,1.1511,1.0600
MXFI,9/30/2004,109.5155,124032.1785,2.2985,0.0879,0.0919,0.8330,1.3700
MXFR,9/30/2004,119.3337,1017665.8600,2.1928,0.0431,0.0441,1.1312,1.2700
MXGB,9/30/2004,2494.3993,2003110.9550,2.1859,0.0236,0.0238,1.1078,0.8800
MXGR,9/30/2004,85.3928,65832.1549,2.1447,0.1019,0.1073,1.2299,0.5500
MXHK,9/30/2004,817.5681,258132.4706,1.6397,-0.0050,-0.0050,1.0907,0.4500
MXHU,9/30/2004,4.4749,18169.2066,2.2910,0.0895,0.0936,1.4312,0.3700
MXID,9/30/2004,0.1159,38513.4059,2.5576,0.0584,0.0602,1.1539,0.3200
MXIE,9/30/2004,97.4231,70961.2042,2.3560,0.0358,0.0365,1.2569,0.6200
MXIL,9/30/2004,139.0200,53185.3800,2.4095,0.0199,0.0201,1.0377,0.7300
MXIN,9/30/2004,5.0507,149401.9247,3.3439,0.0345,0.0351,1.0271,0.2900
MXIT,9/30/2004,103.2270,522577.5690,2.1034,0.0587,0.0605,1.1262,0.9600
MXJP,9/30/2004,6.0676,2406559.2640,1.7106,0.0244,0.0247,1.0902,0.5000
MXKR,9/30/2004,0.2135,239720.3241,1.3918,0.0188,0.0190,1.0242,0.5900
MXMX,9/30/2004,2222.4200,89676.5200,2.3883,0.0527,0.0541,1.2017,0.9000
MXMY,9/30/2004,83.3763,113882.1042,1.9100,0.0097,0.0097,0.9872,0.1200
MXNL,9/30/2004,81.0306,404254.5610,2.2710,0.0435,0.0444,1.0442,1.3500
MXNO,9/30/2004,238.6164,96864.8329,1.8657,0.0220,0.0223,1.2979,0.5700
MXNZ,9/30/2004,81.3006,24238.4132,2.7162,-0.0133,-0.0132,1.2303,0.0200
MXPE,9/30/2004,340.4900,7311.1600,2.5156,0.0297,0.0301,1.1459,0.2800
MXPH,9/30/2004,6.4849,17549.0998,1.6736,0.0386,0.0394,1.0857,0.1300
MXPL,9/30/2004,360.0683,29468.1490,1.7985,0.0651,0.0673,1.1893,0.4500
MXPT,9/30/2004,90.3516,48161.9752,2.4012,0.0323,0.0328,1.2013,0.4200
MXRU,9/30/2004,508.6600,194530.5500,2.0100,0.0417,0.0426,1.1623,0.4400
MXSE,9/30/2004,748.8794,221786.4730,2.4128,0.0168,0.0169,1.2045,1.1600
MXSG,9/30/2004,662.8549,114826.5967,1.7199,0.0081,0.0081,1.1032,0.4700
MXTH,9/30/2004,5.9725,83091.1451,2.5027,-0.0071,-0.0071,1.0885,0.3400
MXTR,9/30/2004,245741.5364,53906.1667,1.5034,0.0624,0.0644,1.2303,0.4400
MXTW,9/30/2004,7.1741,278073.9777,2.0722,-0.0030,-0.0030,0.9055,0.5100
MXUS,9/30/2004,1044.4700,10482050.0000,2.9129,0.0139,0.0140,1.0478,1.1200
MXZA,9/30/2004,50.7140,179787.6142,2.0103,0.0423,0.0432,1.1502,0.5300
MXAT,8/31/2004,186.5158,46288.7075,1.9045,0.0445,0.0455,1.5220,0.3800
MXAU,8/31/2004,700.9600,598385.7100,2.3241,0.0342,0.0348,1.1124,0.1400
MXBE,8/31/2004,83.5769,163017.0705,1.9271,0.0705,0.0730,1.2366,1.1600
MXBR,8/31/2004,788.3100,119567.2500,3.3619,0.0904,0.0947,1.2524,1.0400
MXCA,8/31/2004,790.4404,605292.9035,2.0955,0.0738,0.0766,1.1555,0.6900
MXCH,8/31/2004,558.3658,590423.6675,2.7551,0.0244,0.0247,1.1372,0.9700
MXCL,8/31/2004,840.4800,47254.2300,1.6979,0.0351,0.0357,1.1274,0.5900
MXCN,8/31/2004,2.9021,157241.5048,1.8305,0.0625,0.0645,1.1825,0.4900
MXCO,8/31/2004,158.6800,5823.9100,1.4283,0.1515,0.1636,1.7553,0.1600
MXCZ,8/31/2004,7.0234,14494.6216,1.2269,0.1001,0.1053,1.2820,0.4600
MXDE,8/31/2004,85.8530,640739.2200,1.4447,0.0495,0.0507,1.2119,1.6800
MXDK,8/31/2004,329.5770,84113.7133,2.2430,0.0585,0.0602,1.2095,0.5900
MXEG,8/31/2004,55.7657,8343.9890,2.7206,0.1939,0.2140,1.5858,0.0100
MXES,8/31/2004,109.8721,352223.0766,2.3750,0.0367,0.0374,1.2125,1.1200
MXFI,8/31/2004,98.7472,113069.3612,2.1138,0.1035,0.1090,0.9042,1.4200
MXFR,8/31/2004,115.6478,984669.1090,2.2795,0.0314,0.0319,1.1985,1.3300
MXGB,8/31/2004,2424.7347,1953997.6190,2.1564,0.0283,0.0287,1.1766,0.9300
MXGR,8/31/2004,82.1147,63906.9293,2.1243,0.0391,0.0399,1.2562,0.5600
MXHK,8/31/2004,807.9729,254971.4791,1.6592,0.0118,0.0119,1.0627,0.4400
MXHU,8/31/2004,4.2096,17086.9396,2.2145,0.0611,0.0630,1.4084,0.4200
MXID,8/31/2004,0.1030,34341.0180,2.3279,0.1181,0.1254,1.2109,0.3200
MXIE,8/31/2004,93.2153,67982.3750,2.2992,0.0442,0.0451,1.2420,0.6900
MXIL,8/31/2004,140.7800,53203.5900,2.4400,-0.0126,-0.0125,1.1478,0.7200
MXIN,8/31/2004,4.6672,138917.4824,3.1172,0.0790,0.0822,1.1361,0.2700
MXIT,8/31/2004,97.8699,491316.8443,2.0030,0.0533,0.0547,1.1809,1.0000
MXJP,8/31/2004,6.2637,2492273.1650,1.7492,-0.0318,-0.0313,1.1207,0.4500
MXKR,8/31/2004,0.2061,230500.3559,1.3437,0.0355,0.0361,1.0414,0.5500
MXMX,8/31/2004,2104.2100,84291.2900,2.2612,0.0547,0.0562,1.2166,0.9100
MXMY,8/31/2004,81.0316,110571.8784,1.7807,0.0285,0.0289,1.1227,0.1000
MXNL,8/31/2004,79.4949,395131.6685,2.2728,0.0191,0.0193,1.1052,1.3900
MXNO,8/31/2004,214.4116,87656.1464,1.7164,0.1070,0.1129,1.4069,0.6200
MXNZ,8/31/2004,76.4106,22950.3236,2.5532,0.0620,0.0640,1.2533,0.0200
MXPE,8/31/2004,319.7900,6871.7900,2.3627,0.0627,0.0647,1.2513,0.2300
MXPH,8/31/2004,5.7531,15512.2774,1.4833,0.1197,0.1272,1.1839,0.1300
MXPL,8/31/2004,330.0230,26277.2828,1.7133,0.0871,0.0910,1.2108,0.5000
MXPT,8/31/2004,85.2463,45861.6983,2.4085,0.0582,0.0599,1.2093,0.4800
MXRU,8/31/2004,472.8500,180255.0100,1.5808,0.0730,0.0757,0.9908,0.4700
MXSE,8/31/2004,696.4383,206566.0845,2.3098,0.0726,0.0753,1.2792,1.2000
MXSG,8/31/2004,632.7813,111584.3645,1.6671,0.0464,0.0475,1.1536,0.4400
MXTH,8/31/2004,5.7715,80117.3765,2.4302,0.0342,0.0348,1.1744,0.3400
MXTR,8/31/2004,227948.7691,49547.3554,1.3397,0.0752,0.0781,1.3861,0.4200
MXTW,8/31/2004,7.1677,276333.5353,2.0747,0.0009,0.0009,0.9038,0.5000
MXUS,8/31/2004,1034.6500,10393660.0000,2.8745,0.0094,0.0095,1.1022,1.1300
MXZA,8/31/2004,46.9002,167257.9062,2.0725,0.0782,0.0813,1.2134,0.5500
MXAT,7/31/2004,185.7619,45831.5033,1.9686,0.0041,0.0041,1.5942,0.3700
MXAU,7/31/2004,697.7500,593844.4700,2.3134,0.0046,0.0046,1.1047,0.1600
MXBE,7/31/2004,79.3945,154418.6389,1.8582,0.0513,0.0527,1.3372,1.1900
MXBR,7/31/2004,742.8800,113205.9300,3.2901,0.0594,0.0612,1.1780,0.9800
MXCA,7/31/2004,789.9737,606644.2694,2.1950,0.0006,0.0006,1.1761,0.6600
MXCH,7/31/2004,562.4312,596265.5140,2.8202,-0.0073,-0.0072,1.2349,0.9900
MXCL,7/31/2004,783.1800,45049.2400,1.5474,0.0706,0.0732,1.2072,0.5900
MXCN,7/31/2004,2.8902,156298.8558,1.8404,0.0041,0.0041,1.1788,0.4800
MXCO,7/31/2004,150.1100,5560.8000,1.3512,0.0555,0.0571,1.7122,0.1900
MXCZ,7/31/2004,6.6751,13797.7437,1.1569,0.0509,0.0522,1.3415,0.4600
MXDE,7/31/2004,87.0072,650570.6216,1.4873,-0.0134,-0.0133,1.2728,1.6600
MXDK,7/31/2004,322.0646,83502.5477,2.2668,0.0231,0.0233,1.2863,0.5500
MXEG,7/31/2004,50.5079,7581.8927,2.4558,0.0990,0.1041,1.7034,0.0000
MXES,7/31/2004,109.2484,349347.0681,2.4073,0.0057,0.0057,1.2516,1.1200
MXFI,7/31/2004,97.3044,111169.4996,2.1222,0.0147,0.0148,0.9965,1.4200
MXFR,7/31/2004,115.2024,1002250.0680,2.3049,0.0039,0.0039,1.2496,1.3300
MXGB,7/31/2004,2417.7002,1949397.6020,2.1363,0.0029,0.0029,1.2367,0.9400
MXGR,7/31/2004,80.5228,62804.1907,2.0005,0.0196,0.0198,1.2704,0.5200
MXHK,7/31/2004,755.8666,238563.0249,1.5522,0.0667,0.0689,1.1028,0.4200
MXHU,7/31/2004,3.9858,16252.4775,2.1151,0.0546,0.0562,1.4705,0.4200
MXID,7/31/2004,0.1051,35152.9255,2.2878,-0.0207,-0.0205,1.3439,0.3000
MXIE,7/31/2004,89.8860,65782.7130,2.2506,0.0364,0.0370,1.3171,0.6500
MXIL,7/31/2004,148.5900,55464.7400,2.4241,-0.0540,-0.0526,1.2825,0.7200
MXIN,7/31/2004,4.6699,137385.1824,3.1268,-0.0006,-0.0006,1.1244,0.2200
MXIT,7/31/2004,98.2768,493679.1271,2.0417,-0.0041,-0.0041,1.2645,0.9800
MXJP,7/31/2004,6.1691,2449723.0660,1.7608,0.0152,0.0153,1.2558,0.4300
MXKR,7/31/2004,0.1883,210812.4455,1.2463,0.0904,0.0947,1.0640,0.5300
MXMX,7/31/2004,2077.9300,82629.2400,2.2330,0.0126,0.0126,1.2593,0.9300
MXMY,7/31/2004,81.7632,111255.3021,1.8573,-0.0090,-0.0089,1.0868,0.0900
MXNL,7/31/2004,79.7666,393637.0247,2.3956,-0.0034,-0.0034,1.1550,1.4100
MXNO,7/31/2004,207.9120,85334.6929,1.7864,0.0308,0.0313,1.4312,0.6000
MXNZ,7/31/2004,76.6547,23125.5849,2.6021,-0.0032,-0.0032,1.2555,0.0200
MXPE,7/31/2004,307.9400,6634.0500,2.3551,0.0378,0.0385,1.3312,0.2200
MXPH,7/31/2004,5.8800,15787.7102,1.5106,-0.0218,-0.0216,1.3045,0.1000
MXPL,7/31/2004,322.4842,25800.8705,1.7219,0.0231,0.0234,1.1059,0.4600
MXPT,7/31/2004,84.0760,45377.1508,2.4113,0.0138,0.0139,1.3908,0.4900
MXRU,7/31/2004,432.0700,163565.7200,1.4445,0.0902,0.0944,1.1498,0.5000
MXSE,7/31/2004,681.8817,203343.3522,2.2935,0.0211,0.0213,1.3845,1.1700
MXSG,7/31/2004,624.1537,109304.6517,1.7136,0.0137,0.0138,1.1539,0.4100
MXTH,7/31/2004,5.8570,81467.3809,2.3638,-0.0147,-0.0146,1.3085,0.3200
MXTR,7/31/2004,224367.3136,49028.5348,1.2884,0.0158,0.0160,1.4611,0.3200
MXTW,7/31/2004,6.7001,256848.9836,1.9441,0.0675,0.0698,0.9957,0.5100
MXUS,7/31/2004,1031.1900,10349070.0000,2.9499,0.0033,0.0034,1.1277,1.1400
MXZA,7/31/2004,45.1935,160846.1094,1.8879,0.0371,0.0378,1.2191,0.5200
MXAT,6/30/2004,183.3868,45130.5461,1.9171,0.0129,0.0130,1.5002,0.3600
MXAU,6/30/2004,700.7400,589766.5100,2.3139,-0.0043,-0.0043,1.1076,0.1600
MXBE,6/30/2004,80.6805,157419.2818,1.8931,-0.0161,-0.0159,1.2834,1.2200
MXBR,6/30/2004,686.3700,103445.3200,3.0398,0.0791,0.0823,1.2362,0.8600
MXCA,6/30/2004,791.9858,602785.5750,2.2147,-0.0025,-0.0025,1.1874,0.6800
MXCH,6/30/2004,583.2654,619385.3187,2.8552,-0.0364,-0.0357,1.2198,1.0300
MXCL,6/30/2004,762.0300,43614.7300,1.5056,0.0274,0.0278,1.2213,0.5700
MXCN,6/30/2004,2.8800,151754.2866,1.8119,0.0035,0.0035,1.2654,0.4500
MXCO,6/30/2004,145.8100,5456.0500,1.3625,0.0291,0.0295,1.7122,0.1400
MXCZ,6/30/2004,6.8072,14043.4879,1.1699,-0.0196,-0.0194,1.4420,0.4400
MXDE,6/30/2004,91.7923,688112.9950,1.5478,-0.0535,-0.0521,1.2169,1.6500
MXDK,6/30/2004,329.3557,87594.4208,2.3581,-0.0224,-0.0221,1.3218,0.5900
MXEG,6/30/2004,45.9079,6882.5377,2.2244,0.0955,0.1002,1.8511,-0.0200
MXES,6/30/2004,112.8918,360620.0940,2.3924,-0.0328,-0.0323,1.2149,1.1200
MXFI,6/30/2004,111.4437,124574.2344,2.4364,-0.1357,-0.1269,1.0156,1.3900
MXFR,6/30/2004,119.2684,1030808.3150,2.3893,-0.0347,-0.0341,1.2400,1.3400
MXGB,6/30/2004,2448.5891,1979764.6540,2.1368,-0.0127,-0.0126,1.2163,0.9700
MXGR,6/30/2004,83.2968,64787.1805,2.0414,-0.0339,-0.0333,1.3042,0.5100
MXHK,6/30/2004,745.8945,235753.1794,1.5086,0.0133,0.0134,1.2351,0.3900
MXHU,6/30/2004,3.9394,16068.6651,2.0860,0.0117,0.0118,1.6162,0.4300
MXID,6/30/2004,0.0986,32979.1925,2.2093,0.0635,0.0656,1.3867,0.3200
MXIE,6/30/2004,92.9468,68014.9604,2.5815,-0.0335,-0.0329,1.2705,0.6300
MXIL,6/30/2004,167.4600,61665.7200,2.7336,-0.1196,-0.1127,1.2282,0.6600
MXIN,6/30/2004,4.3776,128990.1892,2.9052,0.0646,0.0668,1.2601,0.2000
MXIT,6/30/2004,101.0636,507566.3070,2.0711,-0.0280,-0.0276,1.1920,0.9800
MXJP,6/30/2004,6.5448,2603627.4230,1.8353,-0.0591,-0.0574,1.3342,0.3900
MXKR,6/30/2004,0.2054,227407.0116,1.3599,-0.0870,-0.0833,1.1580,0.5000
MXMX,6/30/2004,2114.1000,81552.9300,2.2891,-0.0173,-0.0171,1.2192,0.9000
MXMY,6/30/2004,80.6658,109873.5517,1.8532,0.0135,0.0136,1.1070,0.0800
MXNL,6/30/2004,84.2582,412344.6763,2.4962,-0.0548,-0.0533,1.1500,1.4200
MXNO,6/30/2004,212.4615,86722.0215,1.8044,-0.0216,-0.0214,1.4071,0.5900
MXNZ,6/30/2004,73.0402,22060.2674,2.4886,0.0483,0.0495,1.2232,0.0400
MXPE,6/30/2004,308.7500,6671.2400,2.3613,-0.0026,-0.0026,1.4125,0.2000
MXPH,6/30/2004,5.9159,15691.9314,1.5228,-0.0061,-0.0061,1.1820,0.0500
MXPL,6/30/2004,328.8587,26449.2951,1.7837,-0.0196,-0.0194,1.1922,0.4300
MXPT,6/30/2004,88.4443,47603.6201,2.5021,-0.0507,-0.0494,1.3863,0.4900
MXRU,6/30/2004,470.4700,173699.7500,1.6625,-0.0851,-0.0816,1.3171,0.5100
MXSE,6/30/2004,715.0631,211699.8098,2.3553,-0.0475,-0.0464,1.3609,1.1800
MXSG,6/30/2004,607.7084,106483.8689,1.6707,0.0267,0.0271,1.1797,0.3700
MXTH,6/30/2004,5.9995,83001.9234,2.3961,-0.0240,-0.0238,1.4307,0.3000
MXTR,6/30/2004,204576.3238,45272.1531,1.2023,0.0923,0.0967,1.5431,0.3500
MXTW,6/30/2004,7.3506,281380.9764,2.4260,-0.0927,-0.0885,1.1212,0.4600
MXUS,6/30/2004,1068.8800,10735100.0000,3.0569,-0.0359,-0.0353,1.1274,1.1400
MXZA,6/30/2004,44.7705,159652.5354,1.8285,0.0094,0.0094,1.2716,0.4900
MXAT,5/31/2004,173.2788,42394.8364,1.9497,0.0567,0.0583,1.4919,0.3400
MXAU,5/31/2004,687.3300,578927.6400,2.2696,0.0193,0.0195,1.1238,0.1600
MXBE,5/31/2004,78.6800,154179.6607,1.8432,0.0251,0.0254,1.3038,1.2400
MXBR,5/31/2004,654.8000,96979.1600,2.9000,0.0471,0.0482,1.3256,0.8900
MXCA,5/31/2004,759.5650,580114.9212,2.1692,0.0418,0.0427,1.1570,0.6800
MXCH,5/31/2004,583.6269,620443.3141,2.8338,-0.0006,-0.0006,1.2582,1.0400
MXCL,5/31/2004,736.8500,41957.3500,1.4302,0.0336,0.0342,1.3372,0.5800
MXCN,5/31/2004,2.9053,151626.0514,1.8264,-0.0087,-0.0087,1.3078,0.4200
MXCO,5/31/2004,146.7700,5451.5800,1.3715,-0.0066,-0.0065,2.0064,0.1300
MXCZ,5/31/2004,6.8304,14057.0529,1.1642,-0.0034,-0.0034,1.4993,0.4500
MXDE,5/31/2004,89.1894,667866.4800,1.5036,0.0288,0.0292,1.2880,1.6500
MXDK,5/31/2004,310.5971,83236.2066,2.2244,0.0586,0.0604,1.2879,0.6000
MXEG,5/31/2004,45.1127,6789.5031,2.1929,0.0175,0.0176,1.8925,-0.0100
MXES,5/31/2004,111.3465,355783.2274,2.3566,0.0138,0.0139,1.2258,1.1300
MXFI,5/31/2004,106.7878,119059.3366,2.3308,0.0427,0.0436,0.9970,1.4200
MXFR,5/31/2004,117.3923,1014676.8210,2.3479,0.0159,0.0160,1.2395,1.3500
MXGB,5/31/2004,2450.8457,1981722.2060,2.1078,-0.0009,-0.0009,1.1999,0.9700
MXGR,5/31/2004,85.1280,66333.0730,2.0897,-0.0217,-0.0215,1.4829,0.5100
MXHK,5/31/2004,746.8345,235889.9453,1.5093,-0.0013,-0.0013,1.3234,0.3700
MXHU,5/31/2004,3.9023,15837.5417,2.0700,0.0094,0.0095,1.6250,0.4300
MXID,5/31/2004,0.1000,33530.0120,2.2077,-0.0135,-0.0134,1.4776,0.3300
MXIE,5/31/2004,88.4921,64695.0206,2.4537,0.0491,0.0503,1.2594,0.6300
MXIL,5/31/2004,158.2600,57474.7200,2.5858,0.0565,0.0581,1.1607,0.6700
MXIN,5/31/2004,4.3717,129111.1085,2.9051,0.0013,0.0013,1.5983,0.1900
MXIT,5/31/2004,98.3774,495355.9940,2.0127,0.0269,0.0273,1.1984,0.9800
MXJP,5/31/2004,6.2879,2504083.9470,1.7687,0.0400,0.0409,1.4253,0.3900
MXKR,5/31/2004,0.2114,232695.2730,1.4132,-0.0290,-0.0286,1.3678,0.4800
MXMX,5/31/2004,2081.8400,80102.9800,2.2542,0.0154,0.0155,1.2691,0.9000
MXMY,5/31/2004,79.9395,108585.0575,1.8320,0.0090,0.0091,1.2106,0.0800
MXNL,5/31/2004,82.5561,405426.1994,2.4467,0.0204,0.0206,1.1755,1.4300
MXNO,5/31/2004,204.7996,84821.0827,1.6846,0.0367,0.0374,1.4297,0.6100
MXNZ,5/31/2004,70.0142,21283.3753,2.3889,0.0423,0.0432,1.1956,0.0500
MXPE,5/31/2004,311.3700,6771.8000,2.4291,-0.0085,-0.0084,1.4286,0.1700
MXPH,5/31/2004,5.6631,15003.4938,1.4495,0.0437,0.0446,1.2080,0.0600
MXPL,5/31/2004,311.9136,25233.3521,1.7433,0.0529,0.0543,1.3255,0.4300
MXPT,5/31/2004,85.9812,46429.2778,2.4285,0.0282,0.0286,1.3742,0.4900
MXRU,5/31/2004,473.3500,176221.7100,1.6726,-0.0061,-0.0061,1.2893,0.5200
MXSE,5/31/2004,692.3731,206293.3823,2.2611,0.0322,0.0328,1.4322,1.1700
MXSG,5/31/2004,600.2026,105963.5331,1.6273,0.0124,0.0125,1.2967,0.3700
MXTH,5/31/2004,5.9682,82552.3296,2.3638,0.0052,0.0052,1.4853,0.3100
MXTR,5/31/2004,190422.1028,41797.9447,1.2526,0.0717,0.0743,1.6708,0.3500
MXTW,5/31/2004,7.6132,288075.9209,2.4840,-0.0351,-0.0345,1.2815,0.4500
MXUS,5/31/2004,1050.6000,10548820.0000,2.9999,0.0172,0.0174,1.1336,1.1500
MXZA,5/31/2004,44.4542,158128.3506,1.8993,0.0071,0.0071,1.2670,0.4900
MXAT,4/30/2004,174.0857,42181.0327,1.8484,-0.0046,-0.0046,1.5329,0.3100
MXAU,4/30/2004,676.2200,559021.5900,2.2329,0.0163,0.0164,1.1362,0.1600
MXBE,4/30/2004,78.2697,152587.2069,1.8515,0.0052,0.0052,1.2910,1.2300
MXBR,4/30/2004,666.9500,99103.9400,3.4195,-0.0184,-0.0182,1.5655,0.8200
MXCA,4/30/2004,742.0930,560139.2170,2.1882,0.0233,0.0235,1.2979,0.6800
MXCH,4/30/2004,578.9113,622410.8606,2.9030,0.0081,0.0081,1.2493,1.0400
MXCL,4/30/2004,749.3900,43679.4400,1.4383,-0.0169,-0.0167,1.4232,0.5500
MXCN,4/30/2004,2.7353,134478.6331,1.7208,0.0603,0.0622,1.6100,0.3500
MXCO,4/30/2004,168.7800,3686.3600,1.5772,-0.1397,-0.1304,1.8548,0.1100
MXCZ,4/30/2004,6.9113,14239.0638,1.2633,-0.0118,-0.0117,1.4040,0.4100
MXDE,4/30/2004,89.2732,665533.5686,1.5760,-0.0009,-0.0009,1.3550,1.6600
MXDK,4/30/2004,309.5347,82150.4379,2.1938,0.0034,0.0034,1.3061,0.5900
